stock_1,stock_2,mi_value
FRT,TXT,0.750487777709955
HAS,IP,0.750478147304412
CVS,PSX,0.7504648391803663
DOC,UPS,0.7504522184063247
HSIC,UDR,0.7503882750971567
CPB,OTIS,0.7503778035706035
GEHC,GLW,0.7503295939607315
EQR,MGM,0.7503200328872253
BMY,CLX,0.7503001982485045
HSIC,IBM,0.7502920032429641
BXP,KVUE,0.7502358369630688
T,UAL,0.7502249774508014
BIIB,FDX,0.750218677217775
HAL,T,0.7501774211533476
ES,WDC,0.7501585297636901
AMP,GEHC,0.7501189122702754
PPG,PPL,0.7500742890791561
MKC,VLTO,0.7499799543587711
DIS,IFF,0.7499604724288531
COIN,EFX,0.7499356029968436
FDX,HRL,0.7498749497521735
DIS,FCX,0.7498148780385854
DOW,EQIX,0.7497315332976338
EXR,SNDK,0.7497030460549166
FFIV,INCY,0.7496829648997285
UAL,WDC,0.7496818866919517
APP,CSX,0.7496430890990708
APP,F,0.7496380020628737
ALL,GEHC,0.7496247511759069
BBY,BEN,0.7496209539888525
BRO,SOLV,0.7496141726496217
MTB,WYNN,0.7495619980402761
COIN,HAS,0.7495583729910449
FRT,HOOD,0.7494741376254463
IFF,IP,0.7494453221648358
SNDK,WEC,0.7494339465396511
IFF,LUV,0.7493483098143345
HAL,UDR,0.7493030522693069
EQR,T,0.7492979371773862
NCLH,T,0.7492848232374092
BEN,SMCI,0.7492628493234859
DHI,KVUE,0.7492545339539438
EIX,RCL,0.7492306453470186
COO,LVS,0.7492281401589307
LUV,WDAY,0.7492002167557641
ALB,DOC,0.7491978640675492
CPB,KVUE,0.7491919778401519
AMCR,LVS,0.7491782895109933
FDX,KMB,0.7491665260446592
SNDK,TT,0.7491453704071231
FANG,HSIC,0.7491206838365185
KMB,OXY,0.7491042142421964
MOS,T,0.7490799419714791
ESS,HAL,0.7490753237761183
EG,GEV,0.7490710712352169
DAL,STT,0.7490447188316831
FE,WDC,0.7490250354188719
DAL,SLB,0.7490204604630466
BMY,PNC,0.7489940709692373
FCX,USB,0.7489815637861392
CMCSA,ZBH,0.7489681253400211
DIS,UAL,0.7489398741701843
LUV,RL,0.7489261308044841
OXY,PPG,0.7488886692602101
IBM,INCY,0.748840205450142
GL,WYNN,0.7488178725267203
LVS,XEL,0.7488146553528805
CAG,HPQ,0.7487833493485778
HST,TPR,0.7487773161650089
DIS,MGM,0.748775270634005
AMCR,PLTR,0.7487744824123135
BEN,KR,0.7486879359778622
BDX,CRWD,0.7485674102848998
EIX,F,0.7485581917801043
CVS,DVN,0.7485233502801507
BXP,OXY,0.7485121616954826
KKR,SOLV,0.7485088065258074
FANG,WYNN,0.748454424444339
INTC,REG,0.7484543513189386
ADM,INCY,0.7484136053432162
DDOG,USB,0.7483907549051092
FDX,FOX,0.748386789940487
CTSH,HOLX,0.7483802656167875
KEY,LUV,0.7483394555706244
SJM,WY,0.7482943696621209
DAL,ES,0.7482761336423334
PSX,VZ,0.7482594066700217
KVUE,TER,0.7482260757404495
LVS,QCOM,0.748197873036514
LUV,PFE,0.748187193090196
GPN,SOLV,0.7481079598871838
CHRW,WDC,0.7480296678254823
FTV,MGM,0.7480241626062127
LVS,SO,0.7480044926394296
ROL,SOLV,0.7479850650087316
QCOM,WYNN,0.7479468331257131
LVS,PYPL,0.7479225577569446
LVS,PCG,0.7479189444351821
STT,WDC,0.7478772701461409
COP,CVS,0.7478705755730592
CI,SNDK,0.7478416087432351
INTC,PPG,0.7477916013077581
DAL,FSLR,0.7477813715013111
GM,HST,0.7477808748928187
UAL,VTR,0.747768494664109
CVS,STT,0.7477497988468027
HAS,STT,0.747730927644386
COP,CTSH,0.7477263435646611
FOX,SBAC,0.7476892079437685
REG,WDC,0.7476858497574841
FTV,KEY,0.7475906817790596
CNC,EIX,0.7475530205136995
GM,SOLV,0.7475391323535898
ADBE,KVUE,0.7475082001155646
LUV,SBUX,0.7475053888283374
FRT,RJF,0.7475041066092378
BEN,CAH,0.7474835134802646
IFF,MTB,0.7474665346203915
MOS,VTR,0.7474549118693923
DVA,ZBH,0.7474049222372452
DDOG,NTRS,0.7473950212955023
LVS,TGT,0.7473945031878904
HOOD,KMB,0.7473825352246202
DOC,MET,0.7473679330452772
EBAY,GEHC,0.7472924606321827
AKAM,HAL,0.7472663522361611
DD,OXY,0.7472218400403643
HAL,USB,0.7471935837350165
DDOG,DTE,0.7471607370409821
ABNB,ADBE,0.7471374777584954
TPR,TSN,0.7470853484906979
DOC,SYF,0.747066207879207
DOC,FIS,0.7470233102119754
BALL,SOLV,0.7470200691062474
CNC,EXPE,0.7469812793943627
DIS,SPG,0.7469773139236895
CNC,INCY,0.7469673903574992
MET,WYNN,0.7469616993190706
CIEN,HSIC,0.7468751991732114
DOC,SWK,0.7468561223823214
TSN,VZ,0.746824187995343
IFF,SPG,0.7468095088940081
ABT,COIN,0.7467317193205467
CI,DOC,0.7467095729611009
FTV,IVZ,0.746632007512287
FRT,HPQ,0.7465920464090208
COIN,MDT,0.7465739069482413
LUV,SNDK,0.7465567492998106
INCY,WAB,0.7465137913245257
REG,TFC,0.7464930606534645
EXPE,HRL,0.7464478118037716
CNC,GILD,0.7464237030405041
BDX,DD,0.7463625948892281
INVH,TSN,0.7463543944896041
BBY,ZBH,0.7463245708149
CTVA,VRSN,0.7463108875984303
AVB,SWK,0.7462070041906168
MGM,VTR,0.7460503091226678
EQR,WY,0.7459800099456202
LUV,SLB,0.74596628995521
TROW,VTR,0.7459514640637559
DOW,INTC,0.7459081373236807
HAS,PNW,0.7458870078925608
AMZN,GEHC,0.7458560752797134
FTV,SWKS,0.7458507187501286
CTVA,PNW,0.7457281696512397
INTC,VLTO,0.7456986001877466
MMM,SJM,0.7456938875599115
NXPI,VLTO,0.7456623667043594
ABNB,CB,0.7456486186375788
MGM,SJM,0.7456354003199945
EIX,PFE,0.7455923711677626
BEN,PLTR,0.745574792373636
BDX,ZBH,0.745555771658353
KEY,KMB,0.745520499453495
LW,TSN,0.7454905818265234
AKAM,MO,0.7454566195260584
AKAM,BMY,0.7454317426171082
DASH,IQV,0.745375486049157
FRT,PM,0.7453450215826112
GEHC,PKG,0.7453282238175296
INCY,MMM,0.7453269020012057
DAL,PPG,0.74525188703113
CF,WDC,0.7451938769903748
F,IFF,0.7451689827502843
FRT,TSCO,0.7451174747580456
VTR,WDAY,0.7450960052274374
AMCR,ZBH,0.745059553852468
ABNB,DELL,0.7450197706056709
CVS,MDT,0.7450106392917655
FRT,HSY,0.7449815210951631
DAL,TAP,0.7449810527681202
BG,HAS,0.7449633171556691
NTRS,UHS,0.7449456106885668
AOS,LVS,0.74481007054279
ETR,GEHC,0.7447794381778066
ACN,GEHC,0.7447623563077594
EXE,TSLA,0.7447601020239292
IQV,LVS,0.7446782155734795
SPG,WDC,0.7446773174659738
CNP,LVS,0.7446391205276137
COIN,ROK,0.744582163866379
BIIB,OXY,0.7445799112045208
SOLV,TSLA,0.7445628704861977
ABNB,NRG,0.7445535424185656
NCLH,TSN,0.7445532735457532
D,PSX,0.7445270387532452
NEM,ZBH,0.7444706735194093
CCL,HSIC,0.7444439908334817
AMCR,WDC,0.7444148564102289
BEN,PYPL,0.7443626689549214
DLTR,ESS,0.7443625439909787
CMS,LVS,0.7443532469002991
ALB,WYNN,0.7443361942241848
FOX,MDT,0.7443276943906574
APP,PLD,0.7443012152009647
LVS,WAB,0.7442460679218672
NWS,SOLV,0.7441827444844853
EPAM,FRT,0.7441385978298509
CPB,SJM,0.7441232235754094
GEHC,IRM,0.7441047138034826
FRT,PNC,0.7440925217025294
DIS,REG,0.744011921319542
EME,Q,0.7438102798996454
CHRW,HST,0.7437892090708207
DDOG,EXE,0.7437745381652949
CVS,MO,0.7436448299628498
CPB,SNA,0.7436103508205172
DOV,SNDK,0.7435811834153929
PPL,TFC,0.7435706635072332
CPAY,SOLV,0.7435573482809552
COIN,DXCM,0.7435477399528654
LVS,SMCI,0.7435420262579684
D,GILD,0.7435392380719377
KEY,WDC,0.7435060372098574
CTRA,UDR,0.7434873135366251
KVUE,SMCI,0.7434616786682249
NCLH,WDC,0.7434185006215248
GEHC,HCA,0.7434175381918924
AVB,COIN,0.7433849866556987
LVS,SOLV,0.7433669280939823
KHC,UBER,0.7433627020407552
DAL,IVZ,0.7433298831532804
TAP,USB,0.7433068601871957
C,CVS,0.7432989060629343
DLTR,FDX,0.743295330188511
LW,SOLV,0.7432949560286233
ED,HST,0.7432931310713959
LVS,WMB,0.7432520190717367
ABNB,DIS,0.7432334977779853
AES,WDC,0.7431677690707064
KIM,LUV,0.7431616406995203
SWK,ZBH,0.7431366884107318
CVS,FCX,0.743120718776308
DAL,GPC,0.7431132476325859
LVS,WEC,0.7430971788299028
KVUE,ON,0.7430942689433973
GILD,TFC,0.7430776907106313
KVUE,ROK,0.7430151976846429
MOS,PNW,0.7429730183621033
AMAT,KVUE,0.7429724802209237
ABNB,CRWD,0.7429430002004669
HSIC,TROW,0.7428951505747057
BG,BMY,0.742870305280197
CDNS,SNDK,0.742802352901722
EG,WYNN,0.7427442891935214
IFF,TSN,0.7427342633214047
BEN,MOS,0.7427213938775727
MOS,O,0.7427087578812355
DLTR,PNW,0.7426972382943702
AKAM,UBER,0.7426908075316674
DASH,TAP,0.7426715404302191
APP,JBHT,0.7426564966218447
C,D,0.7426444836689465
LUV,VLTO,0.7426331453642496
SYY,VLTO,0.7426185971576815
KMB,STT,0.7425741599479476
ABNB,LDOS,0.7425570528025467
VLTO,WBD,0.7425266908059573
ABNB,CCL,0.7425262570999844
CPB,SBUX,0.7425160267438873
DAL,OXY,0.742506164179372
JBHT,LVS,0.7424754633590769
CPAY,DD,0.742367281790473
AES,SOLV,0.7423347794289623
OXY,WBD,0.7423258071098604
DASH,MDLZ,0.7423045339487042
BEN,FFIV,0.7422995331109865
CVS,TFC,0.7422669448812602
BXP,GILD,0.7422455983562033
CPB,SW,0.7422024789111921
CVX,HSIC,0.7421999036248847
O,SJM,0.7421983885872099
BDX,CPB,0.7421604866436722
REG,VZ,0.7421589842361205
FRT,MU,0.7421438412046049
DVN,EQR,0.7421407691183486
DD,VTR,0.742114061225271
COIN,ESS,0.7421136513546265
IP,TSN,0.7420872898535702
MDT,MTB,0.7420867096667672
APA,EQR,0.7420784744051656
APP,JKHY,0.7420581319648101
EQT,WDC,0.7420452661364272
AOS,INCY,0.7419865165546686
EOG,WY,0.7419595359702365
CTRA,OMC,0.7419432303346492
CRWD,LVS,0.7419141895551458
DIS,HRL,0.7419118890750749
CMCSA,COIN,0.7418227361884677
COO,HST,0.741820377480686
EQR,IP,0.7417990693873682
KVUE,MSFT,0.74174763530647
INCY,RCL,0.7416876537789627
BEN,WAT,0.7416350621894143
KIM,KVUE,0.7416042086578771
IFF,VTR,0.7415298682341667
SYF,VZ,0.7414980462694505
DDOG,MTB,0.7414866892256076
ABNB,KR,0.741472385162786
CPB,REGN,0.7414692382165233
ESS,WBD,0.7414463122215607
KVUE,QCOM,0.7414338676297576
EXPE,PPL,0.7414068311354842
FOX,TROW,0.7413943118579904
HOOD,JBHT,0.7413707386163222
COO,EXE,0.7413071484047193
GEV,MSCI,0.7412852119478903
DD,KIM,0.7412815668056081
CPB,MDLZ,0.7412547946773542
SNDK,T,0.7412446587008272
HST,HUM,0.7412177097718662
BDX,WBD,0.7411984707167245
HRL,STT,0.7410392063469049
AIG,HAS,0.7410139165649032
BDX,OXY,0.7409845051291124
CL,HSIC,0.7409715626263609
CVS,MTB,0.7409491347473318
INTC,PPL,0.7408470388388753
CPB,TSLA,0.7408309235718114
HSIC,NEM,0.7408302137964651
GPC,ZBH,0.740829616866916
MGM,TSN,0.7408079765741769
KMB,MTB,0.7408038297909925
CPAY,ZBH,0.740797640670229
COIN,ON,0.740791748946712
EQIX,EXE,0.7407322937637779
BEN,KHC,0.7406761153797639
DD,PSA,0.7406452537101003
EW,HST,0.7406441790319571
FTV,PSA,0.7406178621570849
EPAM,GEHC,0.7406016760682708
DD,HAL,0.7405762024387477
CTSH,WFC,0.7405745547356721
O,SWKS,0.7405438178126293
D,HBAN,0.7403943088864242
EIX,SWKS,0.7403899747541045
BXP,DIS,0.7403693187309961
EIX,WDAY,0.7403647372564874
BAX,LVS,0.740333169614249
PPG,ZBH,0.7402819218586396
CMCSA,FTV,0.740226747676243
ON,SOLV,0.7402203588447795
COO,GEHC,0.7402189424319734
EL,GEHC,0.7402181876048488
DDOG,ED,0.7402109745435355
DDOG,TDY,0.7401816129049339
INTC,O,0.7401498448887542
DOW,NCLH,0.7400996041686418
HST,WEC,0.7400480038914594
COO,KVUE,0.7398952474864902
DOW,TFC,0.7398940617100063
WBD,WYNN,0.7398837116399848
HII,LVS,0.7398765280998134
HOOD,LVS,0.7398612760684815
WAB,WYNN,0.7398503772621412
HSIC,PPL,0.7398312704370169
CVX,UHS,0.7398125843067398
DAL,FFIV,0.7397939192772531
CTRA,FE,0.7396738705176409
MGM,PLTR,0.7396463352377778
FSLR,KVUE,0.7396376862881393
BXP,INTC,0.7396279786984867
PPL,UAL,0.7396259466485708
COP,DAL,0.7395911394234818
CTSH,SLB,0.739581504682391
ABNB,CPAY,0.7395437723434362
DDOG,TFC,0.7394612210969933
ESS,EXE,0.7394191158431067
COP,WDC,0.7393950992903828
DDOG,MRK,0.7393482159345564
COIN,NEM,0.7393051815854017
AVB,IFF,0.7392941865109939
EQT,LYB,0.7392934965057782
INCY,WDAY,0.739285963471737
HOLX,LUV,0.7392236671075225
CLX,ZBH,0.7392159926801707
AES,HSIC,0.7391865899813113
CTSH,KEY,0.7391370977196288
APTV,DAL,0.7391288032907373
DOW,ZBRA,0.7390615925167134
CVS,INTC,0.7390106159949532
BEN,PANW,0.7390093137419056
D,SPG,0.7390048155637201
FDX,GILD,0.7389784282275282
FTV,PFE,0.7389049422012848
FSLR,LVS,0.7388936908355799
CAG,INVH,0.7387764646168835
FRT,VRSN,0.7387437562509305
ABNB,CMI,0.738692195936562
EXE,PODD,0.7386919646017533
CHRW,CPB,0.7386209825757477
AKAM,CVS,0.7385827419320794
WFC,WY,0.7385519757296892
INCY,TAP,0.7385500030901961
COIN,UAL,0.7384998456965373
HSIC,WY,0.738488072540056
BEN,DD,0.7384642651054198
GM,KMB,0.7384601065045167
CPB,GEHC,0.7384101533503817
BEN,PCG,0.7384086818414703
DDOG,MCHP,0.7382937581882947
GEHC,SCHW,0.7382841578730928
D,IBM,0.7382625683008084
ABNB,NVR,0.7382380476580301
DAL,KMI,0.7381983623653783
FRT,VLTO,0.7381725206922258
FCX,INTC,0.7381481197134201
CEG,MTD,0.7380702454587107
BMY,MDT,0.738069790936025
APTV,CTSH,0.7380350938647209
SW,WYNN,0.7380109390739009
BEN,RL,0.7379990616916907
BF-B,WDC,0.7379684352921416
EXPE,UHS,0.7379216747941792
CLX,FOX,0.7378938378358235
CTVA,ESS,0.7378886037081847
EXPE,GILD,0.7378625308612781
MMM,WYNN,0.7378145781172014
FRT,IEX,0.7378100526744618
BEN,HII,0.7378024712908791
STT,TSN,0.7377781329725828
AKAM,SJM,0.7377498414457362
FITB,FRT,0.7376551300442049
HSIC,KMB,0.737568202179891
EIX,TFC,0.7375630009803955
JKHY,PLTR,0.7375111832279806
DAL,MKC,0.7374802732387689
CEG,TROW,0.7374171432735737
CI,HST,0.7373350442480691
DHR,VLTO,0.7373011815933628
AVB,INTC,0.7372866417338124
ABNB,WDC,0.737283492736394
NOC,SOLV,0.7372490907944484
FOX,IEX,0.7372092976043823
JKHY,OTIS,0.7371865534498503
BK,ZBH,0.7371827910916033
IQV,SOLV,0.7371139522871797
FITB,SOLV,0.7370775399505234
BMY,WDAY,0.737069349686426
FCX,PLTR,0.7370535725640581
COIN,TXT,0.7370285169847632
PAYX,SOLV,0.7370156746344103
FRT,SLB,0.7369765031543651
GILD,UAL,0.7369425536811784
NUE,WDC,0.7369301852868904
IDXX,KVUE,0.7367578019398799
HSIC,PYPL,0.7367022803477681
FRT,VTRS,0.7366571532640773
DOC,WAB,0.7366450155445146
BDX,CVNA,0.7366378549011492
EQR,FTV,0.7366218634559938
COP,VZ,0.736539978226715
PPL,SWK,0.7365376404973278
DLTR,EQR,0.7365247829170856
FRT,XEL,0.7365176913899742
DASH,EXPD,0.7364913264662276
CARR,CSGP,0.7364871241365187
UAL,WYNN,0.736461161139331
DIS,WBD,0.7364570218203457
BEN,HOOD,0.7364485269651182
BEN,CF,0.7364312546155003
EIX,MTB,0.7364140287190275
D,NTRS,0.7363902404401741
FRT,RF,0.7363818160685116
ABNB,ADP,0.7363576949114319
DVN,WY,0.7363136617288899
GEV,LIN,0.7362821590851925
CLX,UHS,0.7362534610400155
TAP,WY,0.7362242395258978
BA,EQR,0.7361656849996985
FTV,GILD,0.7361555187078375
FDX,FE,0.7361478509502399
LEN,SNDK,0.7360143194483448
CTSH,TAP,0.7359882216324953
ALB,USB,0.7359657111705808
FTV,TFC,0.7359399931047168
TPR,WYNN,0.7358931724385231
WYNN,XOM,0.735844837254036
DOC,NTRS,0.735785490233638
CAG,SBUX,0.7357693588804306
COIN,DGX,0.7357395256068653
ABNB,HUM,0.7356330998920326
ESS,OMC,0.735629142111768
BMY,TXT,0.7356177192003841
CIEN,WYNN,0.7356150544074509
FRT,MPC,0.7356037439902989
CSGP,DOC,0.7355661857877722
MDT,WDC,0.7355653424879156
SWKS,ZBH,0.7355597197652406
CLX,HST,0.7355471549762336
APTV,IFF,0.7355306767025902
CTSH,EXE,0.7354354220315105
DDOG,IEX,0.7353583305253166
REGN,WDC,0.7352631702009713
ABNB,TXT,0.7352217411547008
HAL,KEY,0.7351743863161113
APA,BA,0.7351686134215192
APTV,O,0.735114272822295
CVX,HOOD,0.7351132552935389
FTV,HAS,0.7350857975824605
NXPI,WYNN,0.7350761483284389
DLR,INCY,0.7350099562875165
CRWD,MKC,0.735003364224927
CAG,SYF,0.7349878306478836
LYB,PNW,0.7349526448172217
ABNB,VLTO,0.7349418125020053
SNDK,VICI,0.7349204260101116
EIX,WFC,0.734919688739049
HST,SNA,0.7348524761885948
AMCR,INCY,0.7348017336810273
LVS,VTRS,0.7347825550201783
FRT,WAT,0.734697595233611
HAS,WDAY,0.7346940592403806
CVS,PNW,0.7346832604103635
MKC,OTIS,0.7346802176312697
GPN,SNDK,0.7346648500665869
CCI,COIN,0.7346478946720802
TAP,UBER,0.7346416213445033
DLTR,HRL,0.7345923508872096
PSKY,ZBH,0.7345793260438558
GEHC,UPS,0.7345683664000053
FE,HSIC,0.7344880981443671
GM,IFF,0.7344829798462484
IVZ,WDC,0.7344615965700934
APTV,TSN,0.7344313396242259
UBER,VZ,0.7343651139120113
KVUE,PPG,0.7343229316781168
PANW,SNDK,0.7343175738140981
HST,LULU,0.734292771708627
CHRW,INCY,0.7342605169996332
EXPD,ZBH,0.7342593926728973
CTSH,MO,0.7342285977367664
DOW,KDP,0.7342194918134062
CPB,QCOM,0.7342030771719457
RF,SOLV,0.7341982460518666
GM,PPL,0.7341972750579995
AES,DD,0.7341799667150437
DASH,EOG,0.7341640530835807
ABNB,NDAQ,0.7341492914586547
BAX,SOLV,0.7341132902520306
CVS,TAP,0.7340769062472106
AMCR,DOC,0.7340709749510783
EMR,FRT,0.7340399072494344
CVS,WBD,0.7340234065996376
FDX,TSN,0.7339469411524302
FDX,VTR,0.7338970686768342
J,SOLV,0.7338920919270313
LVS,UPS,0.7338904036451801
NVDA,SOLV,0.7338894778431915
CMS,SOLV,0.7338011899591834
INTC,WDC,0.7337830750362513
DOC,EQT,0.7337508213793278
KVUE,ZTS,0.7337453725198939
KVUE,MCD,0.7337114160117562
BDX,BXP,0.7336948403309311
PPL,REGN,0.7336668425021946
CI,CPB,0.7336543740162174
D,HAS,0.7335633567952038
PRU,WYNN,0.7335424829789217
CMCSA,DOC,0.7334805774183772
ADBE,FOX,0.733451143596993
CTRA,UBER,0.7334452686565434
CLX,FRT,0.7334311433023637
RL,USB,0.7334008625993824
BMY,HOLX,0.7333152867207156
HAS,INVH,0.7333053701939181
D,F,0.7333025281796592
FANG,FRT,0.7333008573064679
IP,UAL,0.7332399299159511
DAL,GM,0.733226749972884
ABNB,IR,0.7332197410297396
BMY,COP,0.7332132384877923
FITB,ZBH,0.73318337448894
GEHC,TPL,0.7331830144873919
ABNB,PKG,0.7331700057740296
CARR,LVS,0.7331659001415656
CPB,EG,0.7331331398477223
DLR,HSIC,0.7330875545427962
CNP,FRT,0.7330495234036167
DAL,RL,0.7329960236498496
BEN,UDR,0.7329780184325698
AES,CTSH,0.7329412347607229
BBY,INCY,0.7328733001801908
HAS,PFE,0.7328349861953818
ABNB,RL,0.7328331406196638
CDW,EXE,0.7328016339399182
APP,AWK,0.7327771370773095
UDR,WDC,0.7327531774953733
DLTR,EOG,0.7327470347100977
COIN,PPL,0.7327003261803824
CTSH,MDT,0.7326674969640457
CVS,FE,0.7326594481594562
DECK,SOLV,0.7326466112100798
SWKS,WDC,0.7326462071132664
DOC,SLB,0.7326438246309221
CCL,INCY,0.732626694413264
DOC,TSN,0.732609992411978
CNC,WDC,0.7325696276259714
CPB,MET,0.7325376930384686
CLX,LYB,0.7325325605213076
DDOG,LW,0.7325088884807165
STZ,WDC,0.7324674320041349
DIS,TSN,0.7324308082950881
DDOG,INTC,0.7324201798268073
MCO,SOLV,0.7323682435084091
EOG,GILD,0.7323497073848348
DOC,DVA,0.7322811620374678
ABNB,V,0.7322189237023651
DLTR,MTB,0.7322123994918166
GEHC,SHW,0.732206363545681
BMY,TSLA,0.7322015249779088
MTD,UBER,0.7321815483467218
AVB,LYB,0.7321790328471383
BDX,VLTO,0.7321731889805596
ABNB,SWKS,0.7321330297881405
HAS,UDR,0.7321327672139026
DOC,MKC,0.7321135817013762
CNC,HAS,0.7321103516792353
BMY,FOX,0.7320635685574415
BMY,NCLH,0.7320541689433817
ABNB,CMG,0.7320071870992362
CPB,MO,0.7319643826354298
FRT,IQV,0.7318775156498658
ABNB,VLO,0.7318657686401873
LOW,LVS,0.7318442169300154
ESS,UAL,0.7318032289780834
COIN,PG,0.7317740807704511
CAG,SWK,0.7317438951996813
BEN,HUM,0.7317378491631241
SNDK,XYZ,0.7317139447790422
GILD,WDAY,0.7316960080115633
AMP,SOLV,0.7316730260208966
CPB,CVX,0.7316343292980891
BIIB,SJM,0.7315598138518604
CLX,HOOD,0.7315485855032478
DIS,OMC,0.7315469092125191
BIIB,DLTR,0.7315436386459835
FRT,WEC,0.7315286306931852
CTRA,TAP,0.73143139897982
PPG,VZ,0.7314312738884643
ABNB,PHM,0.7314086855216524
KMB,MGM,0.7313373921747033
CSX,VLTO,0.7312485010742598
BIIB,IP,0.7312474594383067
HOLX,PLTR,0.7311943644694823
KVUE,UBER,0.7311198946883029
EXR,LVS,0.7311065265785117
COIN,TDY,0.7310725692347868
SCHW,ZBH,0.7309773030795452
ABNB,ROST,0.7309363682243128
GPC,VLTO,0.7309257447547213
EXPE,IFF,0.7307344618030966
FTV,VICI,0.7306461187373778
BA,HOOD,0.7305889240915089
HD,KVUE,0.7305790127632434
DOC,GPC,0.7305657074483494
CINF,GEHC,0.7304880888679826
GEHC,MSI,0.7304487203565064
DAL,SWK,0.7304455877172673
EFX,INCY,0.7304228494854839
BXP,HRL,0.7304028321607507
DAL,WBD,0.7303671556412625
CLX,LUV,0.7303426018267212
DDOG,HAL,0.7303379586087411
PKG,SOLV,0.7303253106355876
CTSH,ULTA,0.7303070606947788
PNW,WY,0.7302707742687147
TTD,ZBH,0.7302626258414264
AMT,PLTR,0.7301966842109477
ARE,HSIC,0.7301853793418016
BEN,MMM,0.7301700026438751
HST,TSLA,0.730066270363968
PCG,VLTO,0.7300421000614536
DDOG,PPL,0.7299876567354842
APTV,WY,0.7299835975501225
FDS,FRT,0.7299652982230507
PPG,WFC,0.7299519488670798
INCY,SLB,0.7299439241567065
SNDK,WRB,0.7299383477926464
LVS,PEG,0.7299300966971989
BK,HSIC,0.72991521173817
GM,WYNN,0.7298975947081914
PFE,USB,0.729826594256993
DOC,HPQ,0.7297950179064074
BIIB,TAP,0.7297947909767464
PPL,WDC,0.7297671809650961
SNA,ZBH,0.7297648367890737
FRT,PCAR,0.7297518044951112
PNC,ZBH,0.7297118457903637
DLR,LVS,0.7297040334714839
DVN,VZ,0.7296444939598024
CF,CPB,0.7296394028103448
GEHC,ISRG,0.7296343154811298
CVNA,FRT,0.7295829013961634
TSN,USB,0.7295503670753529
DOC,KHC,0.7295020096097087
CPAY,HST,0.7294708728410813
CTRA,OTIS,0.7294646790940298
ABNB,C,0.7294487624152497
BEN,MNST,0.7294196673269213
CAG,CMCSA,0.7294119713496565
INTC,UAL,0.7293398038578331
BMY,CFG,0.729308832910446
AMT,HST,0.7292602887215291
EXPE,TAP,0.7292410759345489
LUV,TFC,0.7291930294978664
CLX,CVS,0.729188238286866
D,PPG,0.729157365012032
DDOG,STZ,0.7291560568218134
DIS,KEY,0.7291525869783131
CNC,HAL,0.7291391731536154
APTV,KMB,0.7291121078145109
FCX,HAS,0.7289941049286566
SJM,SWK,0.7289858240288396
EBAY,FRT,0.7289717997745817
CAG,RL,0.7288915355591015
DAL,DIS,0.728888173312428
HSIC,REG,0.7288388933817151
FDX,SOLV,0.7287912034850257
HBAN,LVS,0.7287436756264527
HSIC,LW,0.7287366854715653
TSLA,TSN,0.7286960641430327
DDOG,SWK,0.7286401410048058
EXPE,PFE,0.7285880680822321
ABNB,ZBRA,0.7285829908368913
DOW,XEL,0.7284745325299109
KEY,PPL,0.7284583441086125
CRH,FRT,0.7284469963668556
SNDK,SPGI,0.7284020990854971
ADSK,DOC,0.7283752454708194
CF,D,0.7283663348681608
FOX,GEHC,0.7282996613773527
COO,SNDK,0.7282310721594025
BIIB,CAG,0.7282288603335902
BEN,JBHT,0.7282179525430219
PM,WYNN,0.7281957953167573
CHTR,LVS,0.7281591782620942
NDSN,SOLV,0.7280746494637163
APA,IVZ,0.7280621359611787
IRM,SNDK,0.7280614924330593
KIM,WYNN,0.7280578196283805
EA,WYNN,0.727993350973851
IVZ,LYB,0.72799227415328
CPB,TXT,0.7279836924722249
DOC,SW,0.7279756726686237
KVUE,VMC,0.7279604626703777
CNC,LUV,0.7279152754274194
CAG,HBAN,0.7279084222970313
DVN,WDC,0.727905483433962
LVS,WELL,0.7278868303520651
DLTR,KMB,0.727828951987628
DIS,GM,0.7278089685017795
AVB,DOW,0.7278008445390036
ABNB,RJF,0.7277299162443851
DHR,PLTR,0.7277006805581436
CPB,FE,0.7276014393699508
CHRW,EXE,0.7275994707495193
OXY,PPL,0.7274502513246439
CVX,VZ,0.7274395844711907
PLTR,WAT,0.7274302981579361
FSLR,HSIC,0.7273854027566382
MOS,SWKS,0.7273624290993106
FDX,UAL,0.7273237427072501
COIN,SNPS,0.7272968718104686
C,WYNN,0.7272421607733959
MO,PPG,0.7271444765761508
STT,VZ,0.7271042313203719
FOX,KDP,0.7270824434220757
KVUE,PTC,0.7270320234534289
HAS,LUV,0.7270088882759493
GILD,MOS,0.7270031492883782
DOC,NUE,0.7268941756953002
ADSK,SOLV,0.7268321634256234
AMGN,BEN,0.7268317184401243
DD,TFC,0.726820126553918
ESS,UHS,0.7267595712897155
HSIC,VST,0.72674337956838
TROW,WYNN,0.7267344913871596
SNDK,TECH,0.7266805875604525
ABNB,RTX,0.7266532570696353
DAL,DDOG,0.7266520825121636
BEN,DOW,0.726647171412713
CAG,CLX,0.726608379486152
D,SYF,0.726607304041577
ABBV,GEHC,0.7266022435560322
POOL,VLTO,0.7265832592289556
BDX,EXE,0.7265528801280101
BBY,OTIS,0.7265431906076227
AON,COIN,0.7264675173517323
ABNB,MTCH,0.7264594152769748
HRL,KVUE,0.7264591129817446
DG,LVS,0.7264546565850547
BEN,HOLX,0.7264160277089553
